customer_id,transaction_date,amount,payment_method,is_refund
100096,2025-01-03,99.31,UPI,0
102075,2023-05-23,1025.81,Wallet,0
104932,2024-02-07,590.27,UPI,0
101919,2024-08-08,2440.73,UPI,0
101266,2023-06-16,939.06,UPI,0
102535,2025-05-08,147.75,NetBanking,0
100240,2025-02-09,2435.9,NetBanking,0
101328,2024-09-02,335.19,Wallet,0
101143,2024-07-17,629.89,UPI,1
103224,2024-01-15,48.83,Wallet,0
103849,2023-07-29,756.47,Wallet,0
101416,2025-05-05,2665.64,NetBanking,0
102399,2025-02-19,559.06,Wallet,1
100761,2023-02-13,361.1,NetBanking,1
103643,2024-04-09,276.26,Wallet,0
101553,2025-01-31,2423.71,NetBanking,0
100863,2024-06-12,1369.42,NetBanking,1
104036,2023-11-27,1053.58,Wallet,0
101156,2024-10-18,364.55,Card,0
100357,2023-11-04,1032.12,UPI,0
101672,2024-11-19,945.2,NetBanking,0
101329,2025-04-30,759.53,Card,0
101030,2023-03-12,984.44,Card,0
102377,2025-06-10,614.67,Wallet,0
103242,2023-10-17,402.7,NetBanking,0
101992,2023-08-09,1878.4,UPI,0
103872,2024-10-31,1283.16,Card,0
102386,2024-09-09,271.31,Wallet,0
103141,2024-05-25,456.0,UPI,0
100882,2024-06-24,1070.85,NetBanking,0
100539,2024-04-30,752.84,Wallet,0
104833,2023-06-25,1091.36,Card,0
101858,2024-01-27,938.33,Card,0
103558,2024-08-02,634.74,UPI,0
104539,2023-04-02,422.09,Wallet,0
102197,2023-11-04,825.52,Wallet,0
101951,2024-08-09,870.93,UPI,0
101611,2023-12-04,470.92,Wallet,0
103164,2024-08-19,528.44,Wallet,0
104464,2025-05-28,972.0,Wallet,0
104008,2023-02-27,490.03,Wallet,0
104676,2023-03-02,539.24,Wallet,0
104752,2024-02-28,558.92,UPI,0
100227,2024-08-30,344.13,NetBanking,0
100592,2023-09-30,691.91,Wallet,0
104120,2023-08-14,450.59,Wallet,0
102076,2023-12-03,88.82,Wallet,0
104949,2024-06-10,1520.68,UPI,0
102672,2024-12-24,293.53,Card,0
101369,2023-12-25,440.09,UPI,0
102023,2023-12-05,1170.74,UPI,0
102079,2025-05-13,25.05,Card,0
103951,2025-04-17,164.41,UPI,0
103882,2023-12-04,678.42,NetBanking,0
103322,2024-05-03,536.81,Card,0
104146,2024-01-12,329.79,Card,0
102437,2024-11-18,1677.7,Wallet,0
101805,2023-09-26,598.96,UPI,0
103360,2024-09-22,1603.5,UPI,0
101731,2023-06-03,2949.87,NetBanking,0
103663,2023-01-08,780.38,Card,0
102974,2023-10-09,901.11,Card,1
101030,2025-05-30,1393.23,Card,0
100412,2024-02-02,573.9,Card,0
101982,2023-09-03,245.65,UPI,0
100662,2023-05-14,581.59,NetBanking,0
101348,2024-10-17,716.85,UPI,0
103471,2023-08-15,287.43,Wallet,0
101306,2023-02-03,2252.82,UPI,0
104287,2023-10-23,1272.29,UPI,0
102834,2024-04-19,1274.43,Card,0
104681,2023-05-20,307.58,Wallet,0
101854,2024-01-20,1931.51,NetBanking,1
104596,2023-10-12,1698.11,NetBanking,0
104676,2023-07-28,417.26,NetBanking,0
100816,2023-03-23,495.4,Card,0
103506,2024-03-08,1019.31,UPI,0
101477,2025-01-29,260.54,Wallet,0
103514,2024-02-04,1156.87,Card,0
102038,2023-12-21,144.68,UPI,0
101331,2024-10-10,228.68,NetBanking,1
104876,2023-12-30,580.05,NetBanking,0
103807,2023-10-22,621.19,UPI,0
101150,2024-02-26,1055.49,Card,1
100007,2023-01-06,1394.64,UPI,0
101437,2025-05-07,433.82,UPI,0
103251,2024-08-15,372.1,Card,0
103540,2025-05-05,537.75,UPI,1
100695,2024-08-08,117.77,NetBanking,0
102966,2024-04-24,1084.13,Card,0
103300,2025-04-06,3321.24,NetBanking,0
104844,2024-05-29,602.34,UPI,0
104242,2023-08-15,1428.81,Wallet,0
103368,2024-10-28,387.56,UPI,0
104953,2023-10-08,353.04,UPI,0
104383,2024-12-25,701.85,UPI,0
100026,2024-12-06,1590.49,Wallet,0
104548,2023-12-06,437.03,UPI,0
102154,2024-02-11,155.49,UPI,0
104336,2025-06-10,461.54,Wallet,0
103490,2024-07-28,734.1,NetBanking,0
100332,2024-03-17,2249.14,Wallet,0
100645,2025-01-06,3262.32,NetBanking,0
101853,2025-03-28,1215.42,NetBanking,0
104131,2024-01-27,215.77,UPI,0
102924,2025-06-06,2064.33,UPI,0
102432,2024-03-10,1005.71,UPI,0
103585,2023-04-11,434.25,UPI,0
103810,2023-09-05,816.47,UPI,0
100811,2023-10-25,107.09,NetBanking,0
101312,2025-04-10,454.7,UPI,0
102796,2024-02-19,1257.26,UPI,0
101895,2023-04-15,1211.19,UPI,0
103007,2023-02-28,3660.19,NetBanking,0
104301,2023-07-29,406.36,UPI,0
102071,2023-04-05,349.79,UPI,0
102657,2024-08-24,445.8,Card,0
104135,2023-12-10,1107.95,Wallet,0
104269,2023-02-20,1608.53,UPI,0
104856,2024-05-15,445.04,UPI,0
103485,2024-12-15,909.97,Card,0
100414,2024-07-17,675.35,Wallet,0
100692,2024-12-05,1078.9,NetBanking,0
102663,2023-05-20,426.89,UPI,0
104118,2023-04-12,1161.28,Card,0
102699,2023-04-30,1617.49,Wallet,0
104310,2023-11-04,333.24,Wallet,0
100920,2025-05-25,1082.6,Wallet,0
100907,2024-04-17,1807.57,UPI,0
103211,2024-03-22,628.84,Wallet,0
103729,2023-03-17,1426.51,Wallet,0
102720,2024-10-04,464.63,Card,0
103667,2023-06-01,1469.78,Card,0
104896,2024-12-30,238.62,NetBanking,0
102365,2024-08-13,1705.93,NetBanking,0
100793,2025-05-12,1558.34,NetBanking,0
100576,2024-05-05,1771.67,Wallet,0
101728,2024-02-09,212.11,Card,0
103228,2023-09-09,1104.18,Card,0
103572,2024-12-25,1838.72,Wallet,0
104187,2024-01-10,431.8,UPI,1
103726,2023-12-07,724.05,NetBanking,0
104857,2023-04-29,515.99,NetBanking,0
103367,2023-06-02,2029.41,UPI,0
104866,2024-06-07,69.94,Wallet,0
101361,2025-03-26,1254.59,Wallet,0
102049,2024-09-04,593.25,Wallet,0
102976,2024-12-22,385.32,UPI,0
103197,2023-03-15,371.63,Card,0
101088,2024-12-10,772.06,Wallet,0
100206,2024-11-27,1306.81,NetBanking,0
103487,2025-03-07,486.07,UPI,0
103316,2023-06-06,541.95,NetBanking,0
100623,2023-08-09,539.64,UPI,0
101678,2023-06-23,1355.85,NetBanking,0
103288,2023-08-26,416.48,Card,0
103013,2024-06-04,1054.15,UPI,0
103013,2025-02-02,2545.1,Card,0
103638,2024-06-27,2052.73,UPI,0
102701,2024-05-10,575.39,Wallet,0
101872,2023-05-21,1321.65,UPI,1
100079,2025-05-27,430.27,NetBanking,1
101477,2023-06-30,325.78,NetBanking,0
104735,2025-04-22,513.82,UPI,0
103229,2023-04-08,1026.38,Wallet,0
102336,2023-11-06,1876.64,UPI,0
101726,2024-01-15,1269.68,Card,0
101115,2024-01-07,463.72,Card,0
100161,2024-02-17,591.26,UPI,0
101426,2024-11-21,473.82,Card,1
101734,2024-04-04,474.78,Wallet,0
104416,2023-06-26,1620.02,Wallet,0
102412,2025-05-12,799.9,NetBanking,0
103961,2024-04-14,1161.73,Card,0
102523,2024-12-30,973.86,NetBanking,0
104862,2025-02-18,917.54,Card,0
100602,2025-03-13,1729.59,Wallet,0
102360,2024-01-04,290.87,UPI,0
101556,2024-04-30,1242.4,Wallet,0
104685,2025-02-10,1867.0,NetBanking,0
101521,2024-07-10,301.26,Wallet,0
102391,2025-03-27,346.13,Card,0
100906,2023-09-01,1744.88,Wallet,0
101651,2023-05-07,924.36,Wallet,0
101118,2024-10-19,226.39,UPI,0
101525,2025-03-24,1167.51,UPI,1
104268,2023-04-22,1814.23,Wallet,0
104722,2024-03-17,307.46,Card,0
103081,2023-09-28,1081.54,NetBanking,0
104778,2023-11-10,294.25,Card,0
103241,2024-10-24,897.66,Card,0
104407,2024-02-11,239.71,UPI,1
103802,2025-05-02,248.48,NetBanking,0
101936,2023-08-25,1248.05,NetBanking,0
103628,2023-06-11,991.22,Wallet,0
104381,2024-01-16,863.32,UPI,0
103710,2025-03-19,1278.73,Card,0
102543,2024-04-05,1133.13,NetBanking,0
104451,2023-11-09,1019.3,Card,0
100200,2023-10-08,1107.27,UPI,0
102184,2024-07-09,484.03,Wallet,0
102676,2025-01-01,1173.79,Wallet,0
104037,2023-05-21,903.67,NetBanking,0
103494,2023-02-23,413.33,Card,0
103973,2024-06-22,168.95,Wallet,0
101365,2024-06-03,658.9,NetBanking,1
101853,2024-04-28,155.44,NetBanking,0
104438,2024-05-16,664.59,Card,0
103602,2023-06-20,86.48,Wallet,0
100388,2024-01-11,921.13,NetBanking,0
104100,2024-12-10,90.62,NetBanking,0
104773,2023-03-18,335.53,Card,0
101663,2025-05-01,94.75,Card,0
102459,2023-07-02,1072.28,UPI,0
100213,2024-12-04,819.94,NetBanking,0
104656,2023-01-05,1249.45,Wallet,0
100558,2024-07-24,818.5,UPI,0
102606,2023-08-25,301.7,Wallet,0
103120,2024-10-28,845.25,UPI,0
103704,2024-05-13,655.85,UPI,0
102692,2023-01-19,1759.99,Wallet,0
101995,2023-03-06,369.43,NetBanking,0
100475,2025-04-15,473.27,Wallet,0
101768,2023-11-18,990.9,Card,0
100042,2023-08-24,1046.24,UPI,1
102652,2024-10-27,1766.52,NetBanking,0
102096,2023-10-16,2077.24,NetBanking,0
103993,2023-08-24,85.79,Card,0
101987,2025-01-18,414.45,Wallet,0
103866,2024-02-26,193.82,Card,1
103658,2024-01-26,929.32,Card,0
104824,2025-01-02,1251.76,Card,0
103518,2025-01-25,603.55,NetBanking,0
102269,2023-01-05,3507.7,UPI,0
101645,2023-05-17,1232.29,Wallet,0
100940,2024-02-01,243.52,NetBanking,0
104439,2025-01-19,1796.83,NetBanking,0
103310,2023-02-17,1652.68,NetBanking,0
102986,2024-07-11,264.21,NetBanking,0
104937,2023-03-05,404.29,NetBanking,0
102028,2024-12-04,781.83,NetBanking,0
103128,2024-06-24,1109.41,UPI,0
104990,2024-06-13,1126.18,NetBanking,0
104134,2024-10-31,1398.39,Card,0
101365,2024-12-14,238.08,Card,1
100851,2023-01-19,2314.99,Card,0
100231,2023-06-25,1384.79,NetBanking,1
102500,2025-02-15,385.21,UPI,0
102305,2024-12-25,379.36,Wallet,0
102482,2024-05-27,225.43,Card,0
104305,2025-01-14,264.38,UPI,0
103712,2025-01-29,1053.39,NetBanking,0
102904,2023-08-06,251.78,Card,0
103466,2024-07-04,528.44,Card,0
102769,2025-01-02,784.99,Card,0
102893,2024-07-20,610.67,Wallet,0
102084,2025-01-29,1483.07,Card,0
101239,2024-05-05,1201.05,UPI,0
102075,2023-11-04,276.39,UPI,0
102066,2024-03-30,836.04,Card,0
100630,2025-04-11,1277.57,Card,0
103209,2023-01-24,695.4,Wallet,0
104675,2023-10-10,123.65,Card,0
100903,2025-01-15,1508.69,NetBanking,0
101054,2024-01-06,289.96,Card,0
100123,2024-07-31,1296.34,Card,0
100957,2024-12-06,1001.65,Card,0
100987,2023-04-29,199.65,Wallet,0
101252,2023-09-06,1166.2,Wallet,0
104434,2023-03-03,940.28,Wallet,0
100991,2024-02-04,1367.97,UPI,0
102321,2023-05-20,329.35,UPI,0
100902,2024-07-05,959.84,NetBanking,0
102087,2023-08-06,679.26,Wallet,0
103993,2023-01-10,1781.45,UPI,0
104522,2024-07-20,394.62,UPI,0
104710,2025-04-26,754.46,Card,0
103581,2023-03-30,1251.65,Card,0
102803,2024-05-30,521.74,Wallet,0
102205,2024-04-18,642.39,Card,0
100872,2023-09-10,611.36,UPI,0
102825,2024-01-18,1005.01,Wallet,0
102903,2023-01-23,2959.14,NetBanking,0
104731,2024-09-04,1609.56,UPI,0
102504,2024-07-14,987.96,NetBanking,0
103404,2023-12-28,1313.08,Card,0
102192,2025-02-10,525.77,Card,0
103883,2024-01-20,1047.33,UPI,0
104583,2024-11-09,359.32,NetBanking,0
103208,2024-01-22,1453.85,Card,0
103659,2023-08-28,901.42,Card,0
103098,2025-04-04,2075.59,NetBanking,0
103079,2023-11-11,1798.36,UPI,0
102639,2024-09-15,1113.65,NetBanking,0
103087,2023-07-26,3260.28,Card,0
102947,2025-01-28,1310.14,Card,0
103472,2023-08-23,456.9,Wallet,0
104303,2025-06-04,398.01,NetBanking,0
101625,2023-10-01,1249.66,Card,1
102958,2023-05-29,450.97,UPI,0
103288,2024-07-21,2244.23,Wallet,0
101526,2024-11-22,2595.24,NetBanking,1
101483,2025-06-12,799.43,UPI,0
100259,2023-10-08,993.56,Card,0
100454,2023-06-09,454.11,UPI,0
100799,2025-06-06,351.48,UPI,0
104471,2023-03-11,413.74,Wallet,0
102512,2025-03-18,1391.08,UPI,0
104171,2023-12-06,593.27,Card,0
100242,2023-08-29,760.9,NetBanking,0
101713,2024-12-09,1356.94,NetBanking,0
104219,2023-06-12,370.08,NetBanking,0
102003,2023-03-24,1546.58,NetBanking,0
103328,2024-09-06,435.64,Wallet,0
102282,2024-04-04,900.32,UPI,0
100497,2023-06-10,1181.69,UPI,0
103112,2025-05-16,2262.98,NetBanking,0
100727,2025-05-23,940.64,Card,0
101832,2024-09-05,1669.08,Wallet,0
101822,2023-08-28,706.99,Wallet,0
101817,2024-12-12,346.47,NetBanking,0
100092,2024-04-30,412.47,NetBanking,0
103433,2024-11-01,1241.54,NetBanking,0
101970,2023-07-22,2211.22,Card,0
102385,2025-04-15,1267.58,UPI,0
103680,2024-02-28,350.81,Wallet,1
104609,2023-07-16,2637.32,UPI,0
100603,2023-02-11,692.72,Wallet,0
100428,2023-08-02,204.87,Card,0
102020,2024-11-14,2792.77,Card,1
101457,2023-09-10,373.96,Card,0
100007,2023-01-17,379.31,NetBanking,0
102435,2024-10-21,1127.96,Card,0
101374,2023-04-26,3553.16,NetBanking,0
100641,2025-06-10,1111.31,Card,0
103763,2023-07-23,270.54,Card,0
104006,2024-11-23,839.27,Wallet,0
102231,2025-03-22,893.42,NetBanking,0
104661,2025-03-05,2367.74,UPI,0
103812,2023-05-31,333.2,Wallet,0
103307,2023-09-03,922.49,UPI,0
100446,2023-02-27,1765.94,UPI,0
103942,2024-12-09,743.07,UPI,0
104296,2024-05-21,647.42,NetBanking,0
102996,2023-08-29,851.35,Wallet,0
100513,2024-11-26,669.6,UPI,0
100990,2023-04-02,1820.6,NetBanking,0
101402,2024-09-04,719.37,Card,0
101813,2024-08-28,56.78,Card,0
100546,2024-02-02,4166.14,NetBanking,0
102534,2024-01-27,406.98,NetBanking,0
102010,2023-02-15,1024.46,NetBanking,0
103433,2023-06-04,780.02,NetBanking,1
104086,2023-03-11,1544.12,NetBanking,0
102216,2024-05-25,702.34,UPI,0
104986,2023-10-09,785.25,NetBanking,0
103666,2024-03-01,113.4,Wallet,0
100828,2023-01-30,1570.5,NetBanking,0
102185,2024-12-21,702.17,NetBanking,0
102163,2023-09-19,340.32,Card,0
101276,2023-11-19,1129.61,Wallet,0
101517,2023-03-24,60.07,UPI,0
101313,2024-04-11,1071.04,Wallet,0
103524,2023-08-04,674.0,UPI,0
