customer_id,churn_30d
100587,0
100588,0
100589,0
100590,1
100591,0
100592,1
100593,0
100594,0
100595,1
100596,1
100597,0
100598,1
100599,1
100600,0
100601,0
100602,0
100603,0
100604,0
100605,0
100606,0
100607,0
100608,0
100609,0
100610,0
100611,0
100612,0
100613,0
100614,1
100615,0
100616,0
100617,0
100618,0
100619,0
100620,0
100621,0
100622,0
100623,0
100624,0
100625,0
100626,0
100627,0
100628,0
100629,0
100630,0
100631,0
100632,0
100633,0
100634,0
100635,0
100636,0
100637,0
100638,1
100639,1
100640,0
100641,0
100642,0
100643,0
100644,0
100645,0
100646,1
100647,0
100648,1
100649,0
100650,1
100651,0
100652,0
100653,0
100654,0
100655,0
100656,0
100657,0
100658,0
100659,1
100660,0
100661,0
100662,0
100663,0
100664,0
100665,1
100666,1
100667,0
100668,0
100669,1
100670,0
100671,0
100672,0
100673,1
100674,0
100675,0
100676,0
100677,0
100678,1
100679,0
100680,0
100681,0
100682,0
100683,0
100684,0
100685,0
100686,0
100687,1
100688,0
100689,0
100690,0
100691,0
100692,0
100693,0
100694,1
100695,1
100696,0
100697,1
100698,0
100699,0
100700,0
100701,1
100702,1
100703,1
100704,0
100705,0
100706,1
100707,0
100708,0
100709,1
100710,1
100711,0
100712,0
100713,0
100714,0
100715,1
100716,0
100717,0
100718,0
100719,0
100720,0
100721,0
100722,1
100723,0
100724,0
100725,0
100726,0
100727,1
100728,0
100729,0
100730,0
100731,0
100732,0
100733,0
100734,0
100735,0
100736,1
100737,0
100738,0
100739,1
100740,0
100741,0
100742,0
100743,0
100744,0
100745,0
100746,0
100747,1
100748,0
100749,0
100750,0
100751,0
100752,0
100753,0
100754,0
100755,0
100756,1
100757,0
100758,0
100759,0
100760,1
100761,0
100762,0
100763,0
100764,0
100765,0
100766,1
100767,0
100768,0
100769,0
100770,0
100771,0
100772,1
100773,0
100774,0
100775,1
100776,0
100777,0
100778,1
100779,0
100780,0
100781,0
100782,0
100783,0
100784,1
100785,1
100786,0
100787,0
100788,0
100789,0
100790,0
100791,1
100792,0
100793,0
100794,0
100795,0
100796,0
100797,0
100798,0
100799,0
100800,0
100801,0
100802,0
100803,0
100804,0
100805,0
100806,1
100807,0
100808,0
100809,1
100810,1
100811,0
100812,0
100813,0
100814,1
100815,1
100816,0
100817,1
100818,0
100819,0
100820,0
100821,0
100822,1
100823,0
100824,0
100825,1
100826,0
100827,0
100828,0
100829,0
100830,0
100831,0
100832,0
100833,0
100834,0
100835,0
100836,0
100837,0
100838,0
100839,1
100840,0
100841,0
100842,0
100843,0
100844,1
100845,0
100846,0
100847,1
100848,0
100849,0
100850,0
100851,1
100852,0
100853,1
100854,0
100855,0
100856,0
100857,1
100858,0
100859,0
100860,0
100861,0
100862,0
100863,0
100864,0
100865,0
100866,0
100867,0
100868,0
100869,0
100870,0
100871,0
100872,0
100873,0
100874,0
100875,0
100876,0
100877,0
100878,0
100879,0
100880,0
100881,0
100882,1
100883,0
100884,0
100885,0
100886,0
100887,1
100888,1
100889,0
100890,0
100891,0
100892,0
100893,1
100894,0
100895,0
100896,1
100897,0
100898,0
100899,1
100900,0
100901,0
100902,1
100903,0
100904,0
100905,0
100906,0
100907,0
100908,1
100909,0
100910,1
100911,0
100912,0
100913,1
100914,0
100915,0
100916,0
100917,0
100918,0
100919,0
100920,0
100921,0
100922,0
100923,0
100924,1
100925,0
100926,0
100927,0
100928,0
100929,0
100930,0
100931,1
100932,0
100933,1
100934,0
100935,0
100936,0
100937,1
100938,0
100939,0
100940,0
100941,0
100942,0
100943,1
100944,0
100945,0
100946,0
100947,0
100948,0
100949,1
100950,0
100951,0
100952,0
100953,0
100954,0
100955,0
100956,0
100957,1
100958,0
100959,1
100960,0
100961,0
100962,0
100963,0
100964,0
100965,0
100966,0
100967,0
100968,0
100969,0
100970,0
100971,0
100972,0
100973,0
100974,0
100975,0
100976,0
100977,0
100978,0
100979,0
100980,0
100981,0
100982,0
100983,0
100984,1
100985,1
100986,1
100987,0
100988,0
100989,1
100990,0
100991,0
100992,0
100993,0
100994,0
100995,0
100996,0
100997,1
100998,1
100999,0
101000,0
101001,0
101002,0
101003,0
101004,0
101005,0
101006,0
101007,1
101008,1
101009,0
101010,0
101011,0
101012,0
101013,0
101014,0
101015,0
101016,0
101017,0
101018,0
101019,1
101020,1
101021,0
101022,0
101023,0
101024,0
101025,0
101026,0
101027,0
101028,1
101029,0
101030,0
101031,0
101032,0
101033,0
101034,1
101035,0
101036,1
101037,0
101038,0
101039,0
101040,0
101041,0
101042,1
101043,0
101044,0
101045,0
101046,0
101047,1
101048,0
101049,0
101050,1
101051,0
101052,1
101053,0
101054,0
101055,0
101056,0
101057,1
101058,0
101059,1
101060,0
101061,0
101062,1
101063,0
101064,0
101065,0
101066,0
101067,1
101068,1
101069,0
101070,1
101071,1
101072,0
101073,0
101074,0
101075,0
101076,0
101077,1
101078,1
101079,0
101080,1
101081,1
101082,0
101083,0
101084,0
101085,0
101086,0
101087,1
101088,0
101089,0
101090,0
101091,0
101092,0
101093,0
101094,1
101095,1
101096,0
101097,0
101098,0
101099,0
101100,1
101101,0
101102,0
101103,0
101104,0
101105,0
101106,0
101107,1
101108,0
101109,0
101110,1
101111,0
101112,0
101113,0
101114,0
101115,1
101116,0
101117,0
101118,0
101119,0
101120,0
101121,0
101122,0
101123,1
101124,0
101125,0
101126,0
101127,1
101128,0
101129,0
101130,0
101131,0
101132,0
101133,0
101134,0
101135,1
101136,1
101137,0
101138,0
101139,0
101140,0
101141,0
101142,1
101143,0
101144,0
101145,0
101146,0
101147,0
101148,0
101149,0
101150,0
101151,0
101152,0
101153,1
101154,0
101155,1
101156,0
101157,0
101158,1
101159,0
101160,0
101161,1
101162,0
101163,1
101164,1
101165,1
101166,0
101167,0
101168,0
101169,0
101170,0
101171,0
101172,0
101173,0
101174,0
101175,0
101176,0
101177,0
101178,0
101179,0
101180,0
101181,1
101182,1
101183,0
101184,0
101185,1
101186,0
101187,0
101188,0
101189,0
101190,0
101191,1
101192,0
101193,0
101194,0
101195,0
101196,0
101197,0
101198,0
101199,0
101200,0
101201,0
101202,0
101203,0
101204,0
101205,0
101206,1
101207,1
101208,0
101209,1
101210,0
101211,0
101212,1
101213,0
101214,1
101215,0
101216,0
101217,0
101218,0
101219,0
101220,0
101221,0
101222,0
101223,0
101224,0
101225,1
101226,0
101227,0
101228,0
101229,0
101230,0
101231,0
101232,1
101233,1
101234,0
101235,0
101236,0
101237,1
101238,0
101239,1
101240,0
101241,0
101242,0
101243,0
101244,0
101245,0
101246,0
101247,0
101248,0
101249,1
101250,0
101251,1
101252,0
101253,1
101254,0
101255,1
101256,0
101257,0
101258,0
101259,0
101260,0
101261,0
101262,0
101263,1
101264,0
101265,0
101266,0
101267,0
101268,0
101269,0
101270,0
101271,1
101272,0
101273,1
101274,0
101275,1
101276,0
101277,0
101278,0
101279,1
101280,0
101281,0
101282,1
101283,0
101284,0
101285,0
101286,0
101287,0
101288,1
101289,0
101290,0
101291,0
101292,0
101293,1
101294,0
101295,0
101296,0
101297,0
101298,0
101299,0
101300,0
101301,0
101302,1
101303,1
101304,0
101305,0
101306,1
101307,0
101308,0
101309,0
101310,0
101311,0
101312,0
101313,0
101314,0
101315,0
101316,0
101317,0
101318,1
101319,0
101320,0
101321,0
101322,0
101323,1
101324,0
101325,0
101326,0
101327,1
101328,0
101329,0
101330,0
101331,0
101332,0
101333,1
101334,1
101335,0
101336,0
101337,0
101338,0
101339,0
101340,0
101341,0
101342,1
101343,1
101344,0
101345,0
101346,0
101347,1
101348,0
101349,0
101350,1
101351,0
101352,0
101353,0
101354,0
101355,0
101356,0
101357,0
101358,1
101359,0
101360,0
101361,0
101362,0
101363,0
101364,0
101365,0
101366,0
101367,0
101368,0
101369,0
101370,0
101371,0
101372,0
101373,0
101374,0
101375,0
101376,1
101377,1
101378,0
101379,0
101380,0
101381,1
101382,1
101383,0
101384,0
101385,0
101386,0
101387,0
101388,0
101389,0
101390,0
101391,0
101392,1
101393,1
101394,0
101395,0
101396,0
101397,0
101398,1
101399,0
101400,0
101401,1
101402,0
101403,1
101404,0
101405,0
101406,0
101407,0
101408,0
101409,0
101410,0
101411,1
101412,0
101413,1
101414,0
101415,0
101416,0
101417,1
101418,0
101419,1
101420,0
101421,0
101422,1
101423,0
101424,1
101425,0
101426,0
101427,0
101428,0
101429,0
101430,0
101431,1
101432,1
101433,0
101434,0
101435,0
101436,0
101437,0
101438,0
101439,0
101440,0
101441,1
101442,0
101443,0
101444,0
101445,0
101446,0
101447,0
101448,0
101449,0
101450,0
101451,0
101452,0
101453,0
101454,0
101455,0
101456,0
101457,0
101458,0
101459,1
101460,0
101461,0
101462,1
101463,0
101464,1
101465,0
101466,1
101467,0
101468,0
101469,0
101470,0
101471,0
101472,0
101473,0
101474,1
101475,0
101476,0
101477,0
101478,1
101479,1
101480,0
101481,0
101482,0
101483,0
101484,0
101485,0
101486,0
101487,0
101488,0
101489,0
101490,0
101491,0
101492,0
101493,0
101494,1
101495,0
101496,0
101497,0
101498,0
101499,0
101500,0
101501,0
101502,1
101503,1
101504,0
101505,0
101506,1
101507,0
101508,0
101509,0
101510,0
101511,0
101512,0
101513,0
101514,0
101515,0
101516,0
101517,0
101518,0
101519,1
101520,0
101521,0
101522,0
101523,0
101524,0
101525,0
101526,0
101527,0
101528,0
101529,0
101530,0
101531,0
101532,0
101533,0
101534,1
101535,0
101536,0
101537,0
101538,0
101539,1
101540,1
101541,0
101542,0
101543,0
101544,0
101545,0
101546,0
101547,0
101548,0
101549,0
101550,0
101551,0
101552,1
101553,0
101554,0
101555,0
101556,0
101557,0
101558,0
101559,0
101560,1
101561,1
101562,0
101563,0
101564,0
101565,0
101566,0
101567,0
101568,0
101569,0
101570,1
101571,0
101572,1
101573,0
101574,0
101575,0
101576,1
101577,0
101578,0
101579,0
101580,1
101581,0
101582,0
101583,1
101584,0
101585,1
101586,1
101587,0
101588,0
101589,0
101590,0
101591,0
101592,0
101593,0
101594,0
101595,1
101596,0
101597,0
101598,1
101599,0
101600,1
101601,0
101602,0
101603,0
101604,1
101605,0
101606,0
101607,0
101608,0
101609,0
101610,1
101611,1
101612,0
101613,0
101614,0
101615,0
101616,0
101617,1
101618,0
101619,0
101620,0
101621,0
101622,1
101623,0
101624,0
101625,0
101626,0
101627,0
101628,0
101629,0
101630,0
101631,0
101632,0
101633,0
101634,0
101635,1
101636,0
101637,0
101638,1
101639,0
101640,1
101641,0
101642,0
101643,0
101644,0
101645,0
101646,0
101647,1
101648,0
101649,1
101650,1
101651,0
101652,0
101653,0
101654,0
101655,0
101656,0
101657,0
101658,0
101659,0
101660,0
101661,0
101662,1
101663,0
101664,1
101665,0
101666,0
101667,1
101668,0
101669,0
101670,0
101671,0
101672,0
101673,1
101674,0
101675,0
101676,0
101677,1
101678,0
101679,0
101680,0
101681,0
101682,0
101683,0
101684,0
101685,0
101686,0
101687,0
101688,0
101689,1
101690,1
101691,0
101692,1
101693,0
101694,0
101695,0
101696,0
101697,0
101698,0
101699,0
101700,0
101701,0
101702,1
101703,0
101704,0
101705,0
101706,0
101707,1
101708,0
101709,1
101710,0
101711,0
101712,0
101713,0
101714,1
101715,0
101716,0
101717,0
101718,1
101719,1
101720,0
101721,0
101722,0
101723,1
101724,1
101725,0
101726,0
101727,0
101728,0
101729,0
101730,0
101731,0
101732,0
101733,1
101734,0
101735,0
101736,0
101737,0
101738,1
101739,0
101740,0
101741,1
101742,0
101743,1
101744,0
101745,0
101746,0
101747,0
101748,1
101749,0
101750,0
101751,0
101752,1
101753,1
101754,1
101755,0
101756,0
101757,0
101758,0
101759,0
101760,0
101761,0
101762,0
101763,0
101764,1
101765,0
101766,0
101767,0
101768,0
101769,1
101770,0
101771,1
101772,0
101773,0
101774,1
101775,0
101776,0
101777,0
101778,0
101779,1
101780,1
101781,0
101782,0
101783,1
101784,0
101785,0
101786,0
101787,0
101788,0
101789,0
101790,0
101791,0
101792,1
101793,0
101794,0
101795,0
101796,0
101797,1
101798,0
101799,0
101800,1
101801,0
101802,0
101803,0
101804,0
101805,0
101806,1
101807,0
101808,1
101809,0
101810,0
101811,1
101812,0
101813,1
101814,0
101815,0
101816,0
101817,0
101818,0
101819,0
101820,1
101821,0
101822,1
101823,1
101824,0
101825,0
101826,0
101827,0
101828,0
101829,0
101830,0
101831,0
101832,1
101833,0
101834,0
101835,0
101836,0
101837,1
101838,0
101839,0
101840,0
101841,0
101842,0
101843,0
101844,0
101845,0
101846,1
101847,0
101848,0
101849,0
101850,0
101851,0
101852,0
101853,0
101854,1
101855,0
101856,0
101857,1
101858,0
101859,0
101860,1
101861,0
101862,0
101863,0
101864,0
101865,0
101866,0
101867,0
101868,0
101869,0
101870,0
101871,0
101872,0
101873,0
101874,1
101875,1
101876,0
101877,0
101878,0
101879,0
101880,0
101881,0
101882,0
101883,1
101884,0
101885,0
101886,0
101887,0
101888,0
101889,0
101890,0
101891,1
101892,0
101893,0
101894,0
101895,0
101896,1
101897,0
101898,0
101899,0
101900,0
101901,1
101902,1
101903,0
101904,0
101905,0
101906,0
101907,0
101908,0
101909,0
101910,0
101911,1
101912,0
101913,1
101914,0
101915,0
101916,0
101917,1
101918,0
101919,1
101920,0
101921,0
101922,0
101923,0
101924,0
101925,0
101926,0
101927,0
101928,0
101929,0
101930,0
101931,1
101932,0
101933,0
101934,0
101935,0
101936,0
101937,1
101938,0
101939,0
101940,1
101941,0
101942,0
101943,1
101944,1
101945,0
101946,1
101947,1
101948,0
101949,0
101950,0
101951,0
101952,1
101953,1
101954,0
101955,0
101956,0
101957,1
101958,0
101959,0
101960,0
101961,0
101962,1
101963,0
101964,0
101965,0
101966,1
101967,0
101968,0
101969,0
101970,1
101971,0
101972,0
101973,1
101974,0
101975,0
101976,0
101977,0
101978,0
101979,0
101980,0
101981,1
101982,0
101983,0
101984,0
101985,0
101986,1
101987,0
101988,0
101989,0
101990,0
101991,0
101992,0
101993,0
101994,0
101995,1
101996,0
101997,1
101998,0
101999,0
102000,1
102001,0
102002,0
102003,0
102004,1
102005,0
102006,0
102007,0
102008,0
102009,0
102010,1
102011,0
102012,0
102013,0
102014,1
102015,0
102016,0
102017,0
102018,0
102019,0
102020,0
102021,0
102022,0
102023,0
102024,0
102025,0
102026,1
102027,0
102028,0
102029,0
102030,0
102031,0
102032,1
102033,0
102034,0
102035,1
102036,0
102037,1
102038,0
102039,0
102040,1
102041,0
102042,0
102043,0
102044,0
102045,0
102046,0
102047,0
102048,0
102049,0
102050,0
102051,0
102052,1
102053,0
102054,0
102055,0
102056,0
102057,0
102058,0
102059,0
102060,0
102061,0
102062,1
102063,0
102064,1
102065,0
102066,0
102067,1
102068,0
102069,1
102070,0
102071,0
102072,1
102073,0
102074,0
102075,0
102076,0
102077,1
102078,0
102079,0
102080,0
102081,0
102082,0
102083,0
102084,0
102085,0
102086,0
102087,1
102088,1
102089,0
102090,0
102091,0
102092,0
102093,0
102094,1
102095,0
102096,0
102097,0
102098,1
102099,0
102100,0
102101,0
102102,0
102103,0
102104,0
102105,1
102106,1
102107,0
102108,0
102109,0
102110,0
102111,0
102112,0
102113,1
102114,0
102115,0
102116,1
102117,0
102118,0
102119,0
102120,0
102121,1
102122,0
102123,0
102124,0
102125,0
102126,0
102127,1
102128,0
102129,0
102130,0
102131,0
102132,0
102133,0
102134,0
102135,0
102136,0
102137,0
102138,0
102139,1
102140,0
102141,0
102142,1
102143,0
102144,0
102145,0
102146,0
102147,0
102148,1
102149,1
102150,0
102151,0
102152,0
102153,0
102154,1
102155,0
102156,0
102157,0
102158,0
102159,1
102160,1
102161,0
102162,0
102163,0
102164,0
102165,0
102166,0
102167,0
102168,1
102169,0
102170,0
102171,0
102172,1
102173,1
102174,0
102175,0
102176,0
102177,0
102178,0
102179,0
102180,0
102181,0
102182,0
102183,1
102184,0
102185,0
102186,0
102187,0
102188,0
102189,0
102190,0
102191,0
102192,1
102193,0
102194,0
102195,0
102196,0
102197,0
102198,0
102199,0
102200,0
102201,0
102202,1
102203,0
102204,0
102205,0
102206,0
102207,0
102208,0
102209,0
102210,0
102211,0
102212,1
102213,1
102214,1
102215,0
102216,1
102217,0
102218,0
102219,0
102220,1
102221,0
102222,0
102223,0
102224,0
102225,0
102226,1
102227,0
102228,0
102229,0
102230,0
102231,0
102232,0
102233,0
102234,0
102235,0
102236,0
102237,1
102238,0
102239,0
102240,0
102241,1
102242,0
102243,0
102244,0
102245,0
102246,1
102247,0
102248,0
102249,0
102250,1
102251,0
102252,1
102253,0
102254,0
102255,0
102256,0
102257,1
102258,1
102259,0
102260,1
102261,1
102262,1
102263,0
102264,0
102265,0
102266,0
102267,0
102268,0
102269,0
102270,1
102271,0
102272,0
102273,0
102274,0
102275,0
102276,0
102277,0
102278,0
102279,0
102280,0
102281,0
102282,0
102283,1
102284,0
102285,0
102286,1
102287,0
102288,1
102289,0
102290,0
102291,0
102292,1
102293,0
102294,0
102295,0
102296,0
102297,0
102298,0
102299,0
102300,1
102301,0
102302,0
102303,0
102304,1
102305,1
102306,0
102307,0
102308,0
102309,1
102310,0
102311,1
102312,0
102313,0
102314,0
102315,0
102316,1
102317,0
102318,0
102319,0
102320,0
102321,1
102322,0
102323,0
102324,1
102325,0
102326,0
102327,1
102328,0
102329,0
102330,0
102331,0
102332,0
102333,1
102334,0
102335,1
102336,0
102337,0
102338,0
102339,0
102340,0
102341,0
102342,0
102343,0
102344,0
102345,0
102346,0
102347,0
102348,0
102349,1
102350,1
102351,1
102352,0
102353,0
102354,0
102355,0
102356,1
102357,1
102358,0
102359,1
102360,0
102361,1
102362,0
102363,0
102364,1
102365,0
102366,0
102367,0
102368,0
102369,1
102370,0
102371,0
102372,0
102373,1
102374,0
102375,0
102376,0
102377,0
102378,0
102379,0
102380,1
102381,1
102382,0
102383,1
102384,0
102385,1
102386,0
102387,0
102388,0
102389,0
102390,1
102391,0
102392,0
102393,0
102394,0
102395,0
102396,1
102397,1
102398,0
102399,0
102400,0
102401,1
102402,1
102403,0
102404,0
102405,0
102406,0
102407,0
102408,1
102409,0
102410,0
102411,0
102412,0
102413,0
102414,0
102415,0
102416,0
102417,0
102418,1
102419,1
102420,1
102421,0
102422,0
102423,0
102424,0
102425,0
102426,0
102427,0
102428,0
102429,1
102430,0
102431,0
102432,0
102433,0
102434,0
102435,1
102436,0
102437,0
102438,0
102439,0
102440,0
102441,1
102442,1
102443,0
102444,0
102445,0
102446,0
102447,0
102448,0
102449,0
102450,0
102451,0
102452,0
102453,0
102454,1
102455,1
102456,0
102457,0
102458,0
102459,0
102460,0
102461,0
102462,0
102463,0
102464,0
102465,0
102466,0
102467,0
102468,0
102469,1
102470,1
102471,0
102472,1
102473,0
102474,0
102475,1
102476,0
102477,0
102478,1
102479,1
102480,0
102481,0
102482,0
102483,0
102484,0
102485,0
102486,0
102487,0
102488,0
102489,0
102490,0
102491,0
102492,0
102493,0
102494,0
102495,1
102496,0
102497,0
102498,0
102499,1
102500,1
102501,0
102502,1
102503,0
102504,0
102505,0
102506,0
102507,1
102508,0
102509,0
102510,0
102511,0
102512,0
102513,1
102514,0
102515,0
102516,0
102517,0
102518,1
102519,0
102520,0
102521,0
102522,0
102523,0
102524,0
102525,1
102526,0
102527,0
102528,0
102529,0
102530,0
102531,0
102532,0
102533,0
102534,1
102535,1
102536,0
102537,0
102538,0
102539,0
102540,1
102541,0
102542,0
102543,0
102544,0
102545,0
102546,1
102547,0
102548,0
102549,0
102550,0
102551,0
102552,1
102553,0
102554,0
102555,0
102556,0
102557,0
102558,0
102559,0
102560,0
102561,1
102562,0
102563,0
102564,0
102565,0
102566,1
102567,1
102568,1
102569,0
102570,1
102571,0
102572,0
102573,1
102574,0
102575,1
102576,1
102577,1
102578,0
102579,0
102580,0
102581,1
102582,0
102583,1
102584,0
102585,0
102586,0
102587,1
102588,1
102589,0
102590,1
102591,0
102592,1
102593,0
102594,0
102595,0
102596,0
102597,0
102598,0
102599,0
102600,0
102601,0
102602,0
102603,1
102604,1
102605,0
102606,0
102607,0
102608,0
102609,0
102610,0
102611,1
102612,0
102613,1
102614,1
102615,0
102616,0
102617,0
102618,0
102619,0
102620,0
102621,0
102622,0
102623,0
102624,1
102625,1
102626,0
102627,0
102628,0
102629,0
102630,1
102631,0
102632,0
102633,0
102634,0
102635,0
102636,0
102637,0
102638,1
102639,0
102640,0
102641,1
102642,0
102643,0
102644,0
102645,0
102646,0
102647,0
102648,0
102649,0
102650,1
102651,0
102652,0
102653,0
102654,0
102655,1
102656,0
102657,0
102658,0
102659,0
102660,0
102661,1
102662,0
102663,0
102664,0
102665,0
102666,0
102667,0
102668,0
102669,0
102670,0
102671,0
102672,0
102673,0
102674,0
102675,0
102676,0
102677,0
102678,1
102679,1
102680,0
102681,0
102682,0
102683,1
102684,0
102685,1
102686,1
102687,0
102688,1
102689,0
102690,0
102691,0
102692,0
102693,1
102694,0
102695,0
102696,0
102697,0
102698,1
102699,0
102700,0
102701,1
102702,1
102703,1
102704,0
102705,0
102706,1
102707,0
102708,0
102709,0
102710,0
102711,0
102712,0
102713,0
102714,0
102715,0
102716,0
102717,0
102718,0
102719,0
102720,1
102721,0
102722,0
102723,0
102724,0
102725,0
102726,0
102727,0
102728,0
102729,0
102730,0
102731,0
102732,0
102733,0
102734,0
102735,1
102736,0
102737,1
102738,0
102739,0
102740,0
102741,0
102742,0
102743,0
102744,0
102745,0
102746,0
102747,0
102748,0
102749,1
102750,0
102751,0
102752,0
102753,0
102754,0
102755,0
102756,0
102757,0
102758,1
102759,0
102760,1
102761,0
102762,0
102763,0
102764,0
102765,0
102766,0
102767,0
102768,1
102769,0
102770,0
102771,0
102772,1
102773,0
102774,0
102775,0
102776,0
102777,0
102778,0
102779,0
102780,0
102781,0
102782,0
102783,1
102784,0
102785,1
102786,0
102787,0
102788,0
102789,0
102790,0
102791,0
102792,0
102793,0
102794,0
102795,1
