customer_id,event_date,event_type,event_value
102771,2023-09-27,share,26.36
102075,2023-11-02,login,22.88
104974,2024-07-29,watch,27.7
104679,2023-07-13,share,38.98
102548,2024-08-11,purchase,64.42
100632,2024-08-19,watch,60.74
100667,2023-04-09,search,21.99
100096,2025-03-10,share,59.05
101565,2023-05-24,login,9.82
101504,2025-06-17,watch,83.67
102457,2023-06-01,purchase,62.0
100468,2024-10-26,login,13.38
102080,2023-05-06,search,49.77
101920,2023-02-13,share,13.79
100636,2024-05-15,search,19.8
102580,2024-05-28,watch,91.8
103149,2023-11-03,watch,86.95
101563,2024-03-02,purchase,83.9
102925,2023-04-22,watch,37.63
102533,2025-03-12,purchase,2.71
102144,2024-01-09,watch,20.22
101548,2024-10-22,login,3.65
102622,2023-01-19,purchase,99.93
102981,2024-05-12,purchase,12.52
103951,2024-02-25,purchase,9.05
101778,2023-08-23,share,84.29
104113,2024-10-17,watch,46.55
100241,2023-05-14,watch,65.52
101291,2024-03-13,search,34.45
102717,2024-10-16,search,68.4
104715,2024-12-31,share,23.33
101838,2024-10-22,search,45.61
101430,2023-02-22,search,93.83
101022,2023-09-18,login,72.14
102911,2024-04-21,search,20.28
101653,2025-04-16,search,58.27
100019,2024-06-25,watch,13.35
101266,2025-01-30,watch,12.39
102802,2025-04-21,search,54.49
100083,2025-02-20,purchase,72.95
102096,2023-03-19,share,27.43
103707,2024-12-21,watch,1.21
100226,2024-05-30,login,52.32
102317,2023-09-20,share,97.11
104554,2023-10-08,purchase,76.75
101313,2023-01-09,search,10.24
104862,2023-04-21,purchase,92.9
102497,2024-06-09,watch,11.56
100606,2023-08-23,share,52.56
103337,2023-05-30,watch,15.21
102762,2024-07-24,purchase,60.24
101013,2023-12-04,purchase,94.01
102553,2023-04-05,share,82.33
104501,2023-01-10,purchase,75.35
103334,2025-04-04,search,62.94
103435,2023-01-13,login,51.9
104262,2023-02-24,search,76.15
104816,2024-04-27,share,93.69
104784,2024-02-26,watch,89.04
101467,2023-03-28,purchase,23.93
103021,2024-12-15,purchase,34.43
104745,2024-02-19,login,13.56
103243,2023-11-30,login,86.03
104332,2024-09-28,search,96.11
100893,2023-02-18,share,51.34
100926,2024-09-18,share,84.93
102349,2023-05-29,watch,38.92
104131,2024-04-21,watch,63.21
103492,2023-03-10,login,51.71
104592,2025-02-02,purchase,60.04
100798,2023-09-30,watch,73.09
102771,2025-04-23,login,51.31
102185,2024-12-17,purchase,52.73
104114,2023-05-07,search,42.64
104728,2024-06-29,share,32.99
104883,2025-01-19,share,75.61
100236,2025-04-23,watch,5.65
100657,2024-12-15,watch,43.59
101293,2023-09-05,watch,9.24
102179,2025-01-01,watch,37.15
103333,2023-12-02,purchase,91.37
101322,2024-05-12,watch,19.62
104838,2023-03-31,login,90.19
100012,2023-01-19,search,67.07
102081,2023-12-18,purchase,90.66
104814,2023-03-25,login,1.36
100903,2023-06-28,share,45.36
104258,2024-11-06,watch,68.55
104617,2024-04-10,share,21.28
101038,2023-02-20,purchase,18.82
101701,2025-04-02,login,62.27
103349,2025-02-11,share,98.43
100952,2023-04-19,watch,27.33
102570,2023-04-12,watch,20.57
101123,2023-08-24,search,19.49
104365,2024-06-16,search,99.77
101895,2024-08-23,share,43.91
103436,2024-05-24,share,46.04
102111,2023-01-15,watch,30.35
101884,2023-10-29,watch,58.2
104823,2024-02-24,share,84.52
102093,2025-01-08,purchase,26.17
104866,2023-06-12,watch,98.45
102336,2024-06-30,search,57.52
101092,2023-04-18,purchase,74.26
101431,2023-12-10,purchase,51.93
100065,2024-02-23,purchase,18.7
102461,2025-04-12,login,56.03
101311,2023-03-22,login,11.72
101962,2024-08-09,search,61.71
100352,2024-08-17,watch,62.78
101272,2024-08-07,watch,47.67
104056,2023-04-15,share,95.21
101053,2025-03-21,login,62.69
102910,2023-04-12,watch,35.39
104327,2025-04-01,share,79.6
100594,2024-09-09,search,70.76
101290,2023-08-19,purchase,41.79
103917,2023-04-27,search,50.77
102691,2023-04-05,watch,30.84
100420,2024-04-27,search,36.33
103431,2023-06-03,share,77.52
104537,2025-05-26,share,76.13
103654,2023-11-14,share,36.72
101295,2023-10-20,watch,48.12
102981,2024-03-24,search,65.97
101940,2023-06-23,login,57.38
103860,2023-03-05,share,1.59
102632,2023-07-21,purchase,15.18
100090,2025-01-05,purchase,11.69
103072,2025-01-03,watch,10.16
101754,2023-12-19,login,47.29
103776,2025-05-24,login,99.13
103210,2024-06-12,share,22.8
100981,2024-12-26,share,3.86
104648,2025-02-03,login,28.16
102314,2023-04-30,watch,12.16
100604,2024-09-19,search,98.83
102292,2025-05-26,login,35.31
101775,2024-05-10,purchase,43.22
104486,2023-06-14,watch,39.83
104731,2023-06-19,share,39.19
101798,2023-11-15,purchase,17.14
100648,2023-01-22,login,4.88
103803,2024-06-04,login,60.16
104927,2024-08-30,search,81.56
100946,2024-09-02,search,68.22
104687,2024-11-19,login,47.63
101507,2023-07-30,search,29.17
101487,2023-12-22,search,50.56
103324,2023-09-24,share,15.17
104744,2024-04-15,purchase,75.4
101247,2024-10-13,search,12.03
104923,2023-12-28,purchase,23.28
102546,2023-07-15,share,44.95
104891,2024-06-26,search,84.22
104797,2025-06-04,search,47.01
101111,2023-07-08,login,34.35
102527,2023-06-07,login,34.1
100644,2024-12-19,purchase,32.22
104469,2023-08-10,purchase,80.21
102598,2023-09-19,login,49.24
100195,2023-01-24,search,66.61
100966,2024-03-22,search,18.4
101766,2024-04-06,share,51.83
100255,2024-08-08,share,67.27
104945,2025-05-07,login,15.03
104536,2023-06-15,purchase,39.46
104439,2024-02-15,share,92.85
103375,2025-06-05,search,30.2
101540,2025-04-22,search,54.22
103080,2023-10-13,watch,24.1
101121,2023-04-12,share,89.67
100899,2023-05-13,watch,45.49
104315,2024-04-25,watch,25.52
104166,2025-04-29,share,16.59
100144,2024-04-20,login,56.86
104039,2024-10-19,share,55.88
101299,2023-05-29,share,76.38
103709,2024-02-08,share,16.77
102170,2023-12-28,purchase,93.99
101579,2024-02-14,share,56.01
101584,2023-02-21,share,18.04
100997,2024-05-16,search,9.26
104059,2024-05-30,search,6.12
100516,2023-11-25,purchase,5.82
101740,2023-12-31,purchase,74.01
101220,2023-02-05,login,26.58
104085,2024-11-07,watch,79.39
103087,2023-07-16,purchase,30.4
103916,2024-11-06,share,19.04
102578,2025-02-17,watch,77.16
100476,2024-09-13,purchase,9.09
101580,2024-03-18,purchase,80.71
101318,2023-01-03,search,31.88
100330,2024-04-14,search,71.73
101939,2025-05-26,share,94.3
103641,2024-05-23,purchase,7.44
101960,2024-02-04,login,31.52
104271,2023-07-05,watch,80.83
102598,2024-01-14,login,4.66
104312,2023-07-18,share,20.63
100655,2024-08-10,search,99.54
104158,2023-02-26,search,97.51
103785,2023-09-26,login,27.28
104294,2024-08-01,login,81.57
101171,2024-07-29,purchase,93.73
104894,2024-07-18,purchase,61.01
101926,2023-07-27,share,5.74
102850,2023-02-18,purchase,48.36
101915,2024-08-14,login,68.98
103540,2023-12-31,purchase,44.08
103340,2023-10-07,search,62.58
104358,2024-08-26,login,29.86
104937,2023-11-06,login,16.43
100685,2023-07-27,login,35.21
104823,2023-10-19,purchase,15.49
104152,2024-07-31,login,78.27
100115,2023-06-05,login,48.66
102608,2024-01-29,watch,96.43
101164,2024-02-04,login,87.85
103272,2024-04-28,watch,49.17
100083,2024-05-24,watch,9.22
104633,2024-05-21,watch,49.24
100643,2023-08-30,purchase,54.72
102035,2025-04-17,purchase,58.43
103217,2025-05-31,purchase,53.1
103688,2023-02-14,search,12.53
104263,2024-05-01,share,92.21
100710,2023-03-08,search,11.95
103917,2025-06-05,purchase,44.61
100718,2024-03-20,search,32.87
103527,2023-05-24,search,11.86
101458,2024-08-14,search,24.15
100969,2023-12-08,login,21.58
101177,2023-10-22,search,67.95
104971,2024-01-08,login,96.47
103161,2023-04-07,watch,90.96
100959,2023-10-14,login,18.23
100331,2023-03-20,search,76.34
101948,2023-03-06,search,16.28
100781,2024-12-19,search,54.1
104206,2023-11-20,purchase,78.61
104914,2024-04-17,login,43.67
104343,2025-02-26,purchase,47.08
103961,2023-10-29,search,27.72
100583,2024-06-08,purchase,11.26
103789,2024-08-10,share,55.9
104593,2024-05-23,search,46.06
104709,2023-10-12,search,60.36
103313,2024-09-26,search,94.88
102117,2023-08-21,search,2.42
103369,2024-08-30,login,70.19
104221,2024-08-26,purchase,96.29
104415,2023-01-26,share,59.35
103351,2024-03-01,login,29.49
101265,2025-04-03,search,43.02
102450,2023-11-03,watch,23.38
102132,2023-09-11,watch,77.12
103575,2024-08-19,search,87.49
100053,2024-03-11,purchase,54.38
104647,2025-03-28,login,58.88
103031,2024-09-24,share,6.5
104428,2023-02-20,share,71.1
103499,2024-02-20,purchase,30.3
102687,2023-09-26,login,34.12
100110,2024-12-06,login,33.62
103135,2023-08-26,watch,89.35
100824,2023-04-21,purchase,93.99
100895,2024-08-26,login,59.0
104843,2023-06-22,share,82.11
103502,2023-04-03,search,49.51
104834,2023-06-21,login,8.05
102600,2025-03-25,watch,93.87
102789,2023-09-13,purchase,14.55
102845,2024-09-15,login,62.45
100609,2025-05-22,share,88.1
100906,2024-03-15,share,34.68
102249,2024-11-21,purchase,75.35
102130,2025-04-17,purchase,29.04
103129,2025-02-15,search,4.32
102956,2024-03-03,share,34.91
101651,2023-12-04,watch,85.43
102026,2023-04-02,watch,28.55
104675,2023-08-02,share,58.15
101574,2025-01-05,purchase,72.48
103863,2023-04-06,login,47.25
101108,2023-06-21,search,27.12
103992,2023-11-30,watch,19.71
102480,2025-04-27,login,36.71
100036,2023-12-28,login,71.38
103003,2024-06-05,share,74.57
103461,2024-05-11,search,55.36
101830,2024-03-26,login,36.75
101845,2025-06-12,watch,42.03
100673,2024-12-26,watch,99.13
104133,2024-05-02,share,8.43
102961,2023-03-27,watch,45.28
104915,2024-07-04,share,15.6
100094,2024-06-06,search,72.77
100934,2024-11-22,login,76.8
103937,2025-04-06,search,45.25
104548,2024-03-19,login,79.97
101155,2024-09-24,share,24.93
100282,2024-01-02,watch,71.54
103999,2023-05-24,purchase,89.82
102359,2024-07-20,share,94.08
103703,2025-01-12,watch,86.9
104723,2024-10-12,purchase,63.77
104397,2023-02-14,watch,22.02
104142,2023-05-13,search,33.77
102837,2025-04-20,login,29.66
104080,2024-06-08,watch,74.82
101663,2024-08-27,share,34.46
103978,2023-04-09,watch,32.36
102135,2023-12-31,watch,6.92
101906,2025-01-28,search,22.92
102591,2023-12-07,share,59.43
101972,2024-12-14,share,83.73
103153,2023-06-14,watch,63.94
104400,2023-08-09,login,19.23
104375,2023-04-08,search,52.72
101018,2025-02-16,search,38.84
104221,2025-01-27,watch,73.01
104872,2023-03-04,purchase,81.32
102374,2024-06-26,purchase,61.23
100482,2024-08-29,watch,42.2
103385,2024-06-12,share,19.9
102493,2023-11-17,purchase,61.0
101007,2023-01-13,search,88.89
101661,2023-07-06,login,31.66
102288,2023-05-31,watch,62.94
100823,2023-02-08,purchase,57.84
104722,2023-07-14,watch,1.72
103435,2024-04-01,watch,43.86
102257,2023-05-05,search,6.04
102409,2023-08-06,share,45.28
103356,2025-06-16,search,91.35
103672,2023-08-13,login,47.61
104056,2023-05-18,login,19.58
100119,2024-02-20,search,94.38
104814,2024-11-26,login,91.81
103854,2024-09-25,share,2.95
102931,2024-02-18,watch,84.7
103071,2023-09-15,share,87.36
101404,2024-08-30,purchase,66.44
103436,2025-03-27,purchase,33.22
103093,2023-05-31,watch,76.11
104676,2023-11-04,watch,43.6
101380,2024-04-16,search,12.31
104757,2025-01-31,search,31.54
102500,2023-04-07,search,14.97
101207,2024-10-03,share,73.36
102167,2025-05-20,share,64.84
104279,2025-01-15,search,84.53
104934,2025-05-16,purchase,88.04
100506,2023-12-19,login,57.6
101846,2024-10-04,purchase,55.68
102626,2023-01-17,share,45.41
104915,2023-02-02,watch,12.43
104387,2025-05-03,purchase,89.25
101409,2023-05-31,share,32.89
102427,2025-01-01,search,40.05
100773,2025-01-21,watch,37.28
101797,2024-06-05,watch,9.13
101553,2023-04-23,share,45.55
103191,2023-12-28,login,27.68
102435,2025-04-25,login,71.77
103748,2024-03-14,share,1.39
100708,2025-01-27,share,27.19
104774,2023-11-04,search,32.93
102834,2024-10-12,search,3.9
104618,2025-03-02,share,99.4
102546,2024-05-18,purchase,2.15
103927,2024-02-10,search,93.31
103238,2023-08-26,purchase,86.25
101550,2025-02-26,search,85.0
103932,2025-05-18,watch,93.32
101792,2023-07-07,share,5.66
101727,2023-12-23,login,32.75
102193,2023-02-16,login,9.68
102136,2025-03-30,share,59.87
103623,2023-09-19,search,72.27
102962,2023-02-14,search,83.42
103618,2025-02-15,watch,85.26
102518,2023-08-27,share,81.26
100699,2023-08-12,share,61.98
102923,2024-08-18,login,82.9
101039,2023-03-31,search,42.4
103432,2023-08-25,watch,15.09
100930,2024-04-14,watch,67.27
104822,2024-10-31,purchase,99.44
103853,2025-04-30,search,65.64
104663,2024-01-15,share,24.97
100300,2023-04-02,purchase,29.41
101716,2023-07-26,watch,1.23
102390,2024-03-14,share,43.47
100157,2024-12-31,share,99.08
100871,2025-05-05,purchase,40.74
100187,2023-10-05,watch,57.43
100740,2023-12-27,share,82.06
104512,2024-06-15,login,27.42
102576,2023-10-26,purchase,29.57
102584,2024-01-09,watch,61.05
102643,2023-10-11,search,49.05
103434,2023-09-22,login,91.19
100504,2024-07-15,purchase,32.06
103221,2023-10-22,watch,69.72
103561,2024-10-17,share,4.28
100012,2024-04-02,login,30.6
103019,2025-04-22,login,63.38
100429,2024-06-30,watch,44.73
102642,2023-05-24,search,16.27
103189,2023-03-08,share,34.74
101179,2025-02-01,search,36.7
103891,2025-01-15,search,67.77
103346,2023-09-25,purchase,58.48
103734,2025-02-13,watch,16.29
103906,2024-07-24,search,99.52
104215,2024-01-26,share,49.78
102183,2025-02-04,login,5.17
100001,2024-05-14,share,40.89
101559,2024-08-27,share,33.11
101396,2024-09-23,share,96.19
101811,2024-10-13,purchase,99.56
102314,2023-09-05,watch,43.9
104094,2025-05-03,search,20.85
101579,2024-03-31,login,6.36
101774,2024-10-20,share,68.3
101118,2025-02-06,login,99.75
100982,2023-07-11,share,35.31
102683,2025-01-21,watch,94.77
102451,2025-01-05,watch,37.59
101352,2024-05-06,search,48.69
100375,2023-08-07,watch,26.5
102382,2025-03-07,watch,9.77
101830,2024-12-18,search,98.14
103488,2023-12-14,search,23.53
100308,2023-03-18,share,66.26
102138,2023-05-18,purchase,12.42
102575,2023-01-05,share,19.13
100617,2024-10-25,search,35.79
102584,2023-05-02,login,40.94
104216,2023-08-11,login,61.12
100954,2024-04-27,purchase,65.26
103560,2025-05-10,login,29.05
100978,2024-04-12,share,74.17
104711,2023-02-01,share,71.13
101273,2024-06-24,share,63.32
101143,2023-05-05,share,40.52
103048,2023-02-26,share,45.71
103219,2023-09-18,watch,2.49
103361,2023-03-30,login,54.31
101511,2023-11-28,search,51.68
100006,2023-09-26,share,85.02
101566,2025-01-28,login,16.58
102306,2023-07-03,share,45.71
100692,2024-12-10,share,92.56
104259,2023-05-22,purchase,88.36
101394,2024-10-17,login,50.19
103684,2025-04-05,purchase,16.18
101467,2024-04-25,login,25.24
100982,2023-10-10,purchase,39.38
102752,2023-11-26,search,29.55
104230,2023-08-06,watch,15.1
102206,2025-04-14,purchase,71.98
100990,2023-06-20,watch,81.3
102828,2024-01-08,share,68.64
100491,2024-08-20,login,3.55
100717,2023-09-02,purchase,97.93
100463,2024-02-17,purchase,49.2
103648,2024-09-30,login,85.81
103636,2024-05-07,login,36.11
103212,2024-11-08,search,86.62
102391,2025-04-21,watch,63.75
101084,2025-02-27,search,73.26
100928,2024-01-11,purchase,7.1
101624,2023-01-26,search,90.78
102050,2024-12-15,login,50.73
103844,2023-12-12,login,23.4
101196,2023-03-26,search,18.12
102378,2023-09-28,login,95.48
102743,2023-08-02,purchase,56.72
102281,2024-01-14,watch,80.66
104856,2024-06-25,search,94.97
100817,2023-01-05,login,77.05
101807,2023-04-21,share,38.83
101175,2023-04-20,share,98.3
102719,2024-07-23,purchase,58.34
102151,2025-04-23,purchase,66.36
102487,2023-10-03,login,5.61
101391,2023-10-31,search,40.59
100023,2024-04-14,watch,93.24
101426,2023-09-19,purchase,97.38
103169,2025-04-27,purchase,14.64
104258,2024-04-06,watch,30.76
100954,2025-05-20,watch,51.13
103066,2023-07-15,watch,39.67
103772,2024-09-09,login,84.93
104844,2024-09-18,login,29.39
103002,2024-03-23,search,65.09
104355,2024-04-17,search,76.37
102612,2023-12-28,purchase,87.5
100972,2024-05-12,purchase,15.63
101349,2025-04-05,purchase,67.79
104164,2024-06-16,search,54.93
103103,2023-08-09,purchase,44.55
103986,2023-11-17,purchase,18.1
101516,2024-01-30,search,2.39
102773,2023-11-09,purchase,38.83
101418,2024-05-01,login,60.96
104027,2023-12-14,watch,85.47
100338,2025-05-03,login,34.05
104208,2023-12-29,login,30.87
103919,2023-04-29,login,26.02
101098,2024-05-30,search,21.98
103178,2023-07-07,share,79.94
100183,2024-04-01,login,67.27
100583,2023-07-19,search,96.39
104050,2024-11-29,purchase,86.12
100771,2025-05-25,purchase,79.83
100678,2023-12-21,share,63.71
100927,2024-05-11,watch,34.19
104700,2024-07-09,search,23.55
102438,2025-01-20,share,80.28
103791,2024-06-05,search,95.27
101867,2023-12-14,share,92.74
102933,2024-04-14,share,50.05
101053,2023-05-22,search,62.16
102077,2023-12-07,watch,27.9
102427,2023-08-27,share,71.33
100284,2024-06-22,watch,70.79
101127,2023-08-05,purchase,1.98
104469,2025-01-15,purchase,24.94
104092,2023-03-19,login,23.09
104944,2024-08-18,login,28.53
100723,2024-09-02,purchase,9.59
104832,2025-05-29,search,60.29
104516,2024-06-11,purchase,38.42
102910,2024-10-07,login,55.22
102150,2024-01-26,search,23.56
103768,2024-10-06,login,83.39
101286,2024-11-04,purchase,36.8
102589,2024-01-23,watch,17.93
102123,2024-04-03,share,95.66
101742,2023-02-11,search,8.03
104481,2025-04-27,login,57.98
102032,2025-02-02,watch,10.1
104913,2023-02-06,search,98.83
101394,2023-03-29,share,65.48
100206,2024-06-02,search,88.62
104832,2025-04-23,login,54.29
104551,2024-03-02,share,33.23
102769,2025-05-13,share,76.16
101494,2024-10-06,share,39.45
101391,2024-12-26,search,2.46
102514,2025-03-16,watch,6.01
101085,2023-10-05,watch,47.55
103174,2023-02-28,search,79.71
103308,2025-06-06,search,62.17
100945,2023-07-17,share,13.41
102545,2025-03-18,login,68.26
104339,2024-11-02,watch,14.24
103707,2025-04-27,share,63.59
101239,2025-03-14,share,28.88
104838,2024-02-02,share,5.44
102101,2023-03-22,share,92.22
104707,2025-03-10,purchase,31.12
101943,2024-05-03,share,95.14
100844,2023-04-13,share,89.3
103262,2023-12-09,search,47.4
101341,2025-02-15,login,19.18
101214,2023-12-03,login,13.97
104104,2024-01-08,share,82.54
100053,2025-02-06,login,81.73
102768,2024-08-01,watch,17.74
103726,2024-05-14,search,98.88
100173,2025-04-10,login,80.11
101554,2024-11-07,watch,56.12
103530,2023-03-24,share,91.68
103761,2024-04-12,login,13.28
100961,2024-03-06,watch,53.08
104766,2023-02-12,watch,97.72
101758,2024-10-26,share,99.37
101395,2025-01-28,share,99.93
102143,2024-02-11,login,77.03
102052,2024-12-24,login,41.39
102429,2023-01-22,search,30.26
102648,2023-08-12,login,55.61
101105,2023-09-27,login,94.67
103384,2023-07-25,search,96.93
100017,2024-12-09,purchase,65.96
100432,2024-05-25,purchase,78.54
103799,2025-02-27,search,84.49
101798,2023-04-24,watch,16.99
100891,2024-11-11,share,77.3
102677,2024-06-18,search,14.37
104577,2023-01-04,purchase,55.5
103903,2025-02-21,purchase,90.72
100904,2024-03-24,watch,30.37
101185,2023-04-15,purchase,34.35
103063,2025-04-04,share,31.32
104978,2023-07-11,share,33.73
101732,2024-10-06,watch,1.53
100698,2023-01-20,watch,87.03
102355,2024-10-29,search,31.83
100868,2024-06-28,login,5.14
102505,2024-06-18,search,1.05
101397,2023-10-29,share,99.26
104920,2024-08-26,login,85.4
104221,2024-07-02,share,69.48
103972,2023-11-16,watch,74.19
102026,2024-06-02,watch,26.53
100283,2025-01-27,login,25.44
100117,2025-01-15,share,61.96
102328,2025-03-19,login,10.52
102884,2024-06-11,watch,29.89
104770,2023-09-14,purchase,79.09
104827,2023-02-05,search,88.25
102074,2023-08-22,purchase,82.51
102597,2024-12-11,purchase,80.92
100578,2023-08-20,share,82.74
101357,2025-04-21,search,72.62
104699,2025-05-19,search,44.38
100625,2023-11-30,purchase,7.71
101887,2025-01-17,watch,50.53
100291,2024-02-28,login,53.06
101260,2024-01-01,purchase,1.78
100673,2024-08-22,purchase,49.01
103911,2024-03-02,share,31.5
101112,2023-06-14,purchase,65.23
100621,2023-04-05,login,89.24
103496,2023-09-16,watch,3.59
