customer_id,signup_date,age,gender,country,plan_type,monthly_fee
100301,2025-02-01,68,Female,USA,Standard,499
100302,2022-09-03,59,Female,India,Standard,999
100303,2025-04-14,24,Male,Canada,Basic,999
100304,2024-11-28,67,Male,USA,Basic,299
100305,2024-01-29,65,Female,India,Standard,999
100306,2023-06-22,37,Male,Canada,Standard,999
100307,2024-07-09,44,Female,India,Basic,299
100308,2023-02-12,23,Female,Canada,Premium,999
100309,2023-06-09,44,Male,Canada,Premium,499
100310,2024-04-07,26,Male,Canada,Standard,499
100311,2024-06-21,62,Female,India,Basic,299
100312,2022-02-05,48,Male,Canada,Premium,499
100313,2023-11-16,38,Female,USA,Premium,299
100314,2022-01-20,43,Male,Australia,Basic,999
100315,2022-11-17,57,Male,Australia,Basic,999
100316,2023-05-27,65,Male,Canada,Standard,499
100317,2023-02-04,62,Male,Australia,Standard,499
100318,2023-10-16,30,Male,Australia,Basic,499
100319,2024-08-29,66,Female,Canada,Standard,299
100320,2023-04-16,40,Male,Canada,Standard,499
100321,2025-03-12,37,Male,USA,Premium,499
100322,2025-01-20,54,Female,UK,Standard,299
100323,2024-04-13,45,Female,India,Standard,299
100324,2023-12-28,34,Female,Canada,Premium,499
100325,2024-05-03,45,Male,Canada,Basic,499
100326,2022-02-20,58,Male,Australia,Basic,999
100327,2023-07-29,19,Female,USA,Standard,299
100328,2025-02-22,42,Female,Australia,Basic,299
100329,2022-05-30,67,Female,Canada,Premium,499
100330,2022-11-10,58,Female,Canada,Basic,499
100331,2023-07-24,23,Male,Australia,Basic,499
100332,2022-11-01,28,Male,Canada,Premium,499
100333,2023-11-13,55,Male,UK,Standard,499
100334,2024-04-17,23,Male,India,Standard,499
100335,2024-12-13,62,Male,India,Basic,299
100336,2024-09-29,28,Female,India,Basic,299
100337,2023-03-20,31,Male,UK,Premium,299
100338,2023-09-05,19,Female,Canada,Basic,299
100339,2024-09-19,57,Female,Australia,Standard,299
100340,2022-09-21,20,Female,USA,Basic,299
100341,2024-12-12,52,Male,Canada,Basic,999
100342,2024-09-30,50,Female,UK,Standard,299
100343,2022-01-05,41,Male,UK,Premium,299
100344,2025-01-31,36,Female,India,Standard,999
100345,2024-02-13,35,Male,Canada,Standard,499
100346,2024-05-26,66,Female,India,Standard,499
100347,2024-09-18,69,Male,USA,Standard,499
100348,2024-06-02,41,Female,India,Standard,499
100349,2022-02-16,62,Female,USA,Basic,299
100350,2024-05-16,52,Female,UK,Basic,299
100351,2024-04-02,18,Female,India,Premium,999
100352,2024-07-24,53,Male,India,Basic,299
100353,2023-10-18,42,Male,Australia,Basic,299
100354,2022-09-26,62,Male,UK,Standard,499
100355,2023-01-05,66,Female,Australia,Standard,299
100356,2023-09-28,60,Female,USA,Standard,499
100357,2025-02-03,51,Female,USA,Basic,999
100358,2023-10-19,42,Female,UK,Premium,999
100359,2022-04-30,33,Female,USA,Standard,499
100360,2024-04-10,51,Female,UK,Premium,299
100361,2024-12-17,46,Male,USA,Basic,999
100362,2024-01-11,36,Male,Canada,Basic,299
100363,2022-04-27,40,Male,India,Basic,299
100364,2024-03-01,36,Male,Canada,Basic,499
100365,2025-02-24,42,Male,UK,Basic,499
100366,2024-10-09,33,Male,UK,Basic,299
100367,2024-12-17,68,Male,Canada,Standard,499
100368,2023-09-26,26,Male,India,Standard,999
100369,2023-05-28,18,Female,India,Standard,299
100370,2024-03-12,59,Female,Australia,Basic,499
100371,2025-01-24,36,Female,USA,Standard,299
100372,2025-02-15,50,Female,Australia,Basic,499
100373,2023-07-14,51,Female,India,Standard,299
100374,2023-05-03,33,Female,Canada,Standard,499
100375,2024-06-15,61,Female,USA,Standard,299
100376,2023-12-05,57,Male,Canada,Premium,999
100377,2023-08-04,35,Male,Australia,Premium,999
100378,2024-02-29,51,Female,UK,Standard,999
100379,2024-05-10,42,Male,Canada,Premium,299
100380,2022-09-04,62,Male,Australia,Standard,299
100381,2025-01-04,23,Male,Australia,Premium,499
100382,2022-06-03,38,Male,Australia,Standard,499
100383,2024-09-23,23,Male,UK,Standard,999
100384,2025-01-14,49,Female,UK,Standard,499
100385,2023-11-28,58,Male,UK,Basic,499
100386,2024-12-28,65,Female,USA,Standard,299
100387,2024-12-06,60,Female,UK,Premium,999
100388,2024-10-05,56,Female,UK,Standard,299
100389,2022-04-04,48,Male,UK,Basic,299
100390,2024-08-15,59,Female,Canada,Basic,999
100391,2024-10-08,27,Female,UK,Premium,499
100392,2023-03-29,47,Female,USA,Premium,299
100393,2024-06-30,69,Female,Australia,Basic,299
100394,2022-08-06,35,Male,Canada,Premium,299
100395,2023-04-19,41,Female,India,Premium,499
100396,2023-03-08,69,Female,UK,Basic,299
100397,2022-12-07,26,Female,Australia,Premium,999
100398,2023-07-05,48,Female,Australia,Basic,299
100399,2022-12-23,32,Male,Canada,Standard,499
100400,2022-01-23,21,Female,India,Standard,299
100401,2023-06-06,57,Female,USA,Standard,299
100402,2025-01-28,26,Female,Australia,Standard,499
100403,2024-03-12,62,Female,Australia,Standard,499
100404,2024-02-01,26,Female,Australia,Premium,299
100405,2023-03-18,43,Female,Australia,Premium,499
100406,2024-02-08,21,Male,Canada,Standard,999
100407,2024-10-12,34,Female,India,Standard,299
100408,2023-05-31,33,Male,Australia,Basic,299
100409,2024-11-05,32,Male,USA,Standard,499
100410,2024-03-02,52,Female,USA,Premium,499
100411,2022-12-02,69,Male,UK,Basic,299
100412,2022-09-15,22,Female,Australia,Premium,299
100413,2023-05-12,22,Male,Australia,Premium,499
100414,2024-06-14,37,Female,Australia,Standard,999
100415,2022-06-09,32,Male,Australia,Standard,499
100416,2024-05-01,35,Male,Australia,Standard,299
100417,2023-11-21,64,Female,USA,Standard,499
100418,2023-01-15,19,Male,India,Standard,299
100419,2024-08-14,46,Male,India,Premium,299
100420,2023-11-22,30,Male,UK,Standard,499
100421,2025-04-06,21,Male,USA,Standard,999
100422,2024-12-02,59,Male,Australia,Standard,999
100423,2022-10-12,62,Female,India,Basic,299
100424,2023-02-01,27,Male,Canada,Basic,499
100425,2022-01-12,48,Male,Canada,Premium,299
100426,2023-05-14,58,Female,Canada,Basic,299
100427,2024-01-24,25,Female,Australia,Standard,999
100428,2022-02-04,20,Female,Australia,Standard,999
100429,2023-12-28,65,Male,UK,Basic,299
100430,2024-04-28,63,Male,UK,Basic,299
100431,2022-03-31,26,Male,UK,Premium,299
100432,2024-02-15,47,Male,Canada,Standard,499
100433,2023-08-28,28,Female,Australia,Standard,999
100434,2024-08-27,52,Female,Canada,Premium,299
100435,2024-10-18,54,Male,UK,Basic,499
100436,2023-02-22,59,Male,Australia,Basic,299
100437,2022-04-25,30,Male,USA,Standard,299
100438,2023-09-09,53,Male,India,Standard,499
100439,2024-04-05,30,Female,India,Standard,999
100440,2025-01-03,29,Female,UK,Premium,299
100441,2023-02-17,54,Male,Canada,Premium,299
100442,2023-12-30,27,Female,USA,Basic,299
100443,2024-10-17,26,Male,Australia,Basic,499
100444,2024-01-31,69,Male,Canada,Premium,299
100445,2023-11-07,24,Female,UK,Basic,499
100446,2023-04-02,19,Male,Canada,Basic,299
100447,2024-07-08,40,Female,UK,Standard,299
100448,2022-07-11,56,Male,India,Standard,499
100449,2024-01-09,57,Female,India,Standard,299
100450,2025-01-27,56,Male,Canada,Basic,499
100451,2024-09-04,38,Female,USA,Standard,499
100452,2024-10-05,40,Male,Australia,Standard,999
100453,2022-04-06,46,Male,UK,Basic,299
100454,2023-10-25,31,Female,Australia,Basic,499
100455,2022-02-06,43,Male,India,Standard,299
100456,2022-10-06,68,Female,USA,Premium,999
100457,2022-08-05,22,Female,USA,Premium,499
100458,2024-05-16,48,Male,Australia,Basic,299
100459,2024-05-22,42,Male,India,Standard,299
100460,2022-03-03,48,Male,Australia,Standard,999
100461,2023-08-19,67,Male,Canada,Premium,999
100462,2023-12-30,37,Female,USA,Standard,999
100463,2023-02-01,61,Male,USA,Basic,999
100464,2023-11-30,34,Male,Canada,Standard,999
100465,2024-11-08,62,Male,India,Basic,499
100466,2022-06-26,19,Female,USA,Basic,299
100467,2023-01-31,42,Male,UK,Standard,299
100468,2023-03-21,30,Female,UK,Premium,499
100469,2022-03-17,56,Male,India,Basic,499
100470,2022-09-22,45,Female,Canada,Standard,499
100471,2023-03-31,59,Male,Australia,Basic,299
100472,2023-12-19,23,Male,India,Premium,499
100473,2024-01-05,20,Female,Australia,Standard,299
100474,2024-04-30,52,Male,India,Basic,499
100475,2022-05-24,35,Male,UK,Basic,499
100476,2024-06-03,28,Male,Canada,Standard,299
100477,2024-12-28,37,Female,UK,Basic,999
100478,2025-01-27,22,Male,Canada,Basic,499
100479,2023-01-31,36,Female,Australia,Standard,999
100480,2024-11-14,39,Female,India,Standard,299
100481,2024-08-05,36,Female,USA,Standard,299
100482,2024-06-09,64,Male,USA,Basic,299
100483,2025-03-20,33,Female,Canada,Standard,299
100484,2025-03-13,41,Female,Canada,Standard,299
100485,2023-07-23,58,Male,UK,Basic,299
100486,2024-11-28,21,Female,USA,Standard,999
100487,2022-04-19,32,Female,UK,Basic,999
100488,2024-12-01,42,Male,Australia,Premium,999
100489,2024-07-23,61,Male,USA,Standard,999
100490,2023-02-02,52,Female,Australia,Standard,499
100491,2023-09-26,31,Male,India,Basic,499
100492,2025-03-02,66,Male,UK,Basic,299
100493,2025-04-01,36,Male,Canada,Standard,299
100494,2024-01-03,55,Female,USA,Standard,499
100495,2022-08-23,53,Female,UK,Basic,999
100496,2023-10-20,24,Male,Canada,Basic,499
100497,2024-01-21,47,Female,India,Basic,999
100498,2023-08-11,36,Male,USA,Standard,299
100499,2024-10-29,66,Male,Australia,Basic,499
100500,2025-01-02,42,Male,India,Standard,499
100501,2024-08-11,33,Male,Canada,Basic,999
100502,2023-05-07,64,Male,USA,Standard,999
100503,2024-07-01,57,Female,USA,Basic,499
100504,2025-04-12,68,Female,India,Standard,299
100505,2025-04-06,25,Female,USA,Basic,299
100506,2022-06-19,35,Female,Canada,Basic,299
100507,2024-08-03,45,Male,India,Standard,999
100508,2024-03-05,33,Male,Australia,Basic,299
100509,2023-09-26,69,Female,India,Basic,299
100510,2022-01-29,36,Female,India,Premium,299
100511,2025-04-03,59,Male,Australia,Premium,999
100512,2022-12-05,34,Male,Canada,Basic,499
100513,2023-05-15,62,Male,UK,Premium,499
100514,2023-05-26,30,Female,UK,Standard,299
100515,2022-08-05,24,Male,Australia,Basic,299
100516,2025-03-01,44,Male,Canada,Premium,299
100517,2024-12-29,27,Female,USA,Premium,999
100518,2023-03-21,51,Female,Australia,Premium,999
100519,2024-05-25,53,Female,UK,Basic,499
100520,2022-06-16,42,Male,Canada,Basic,299
100521,2022-04-01,23,Male,India,Standard,999
100522,2023-12-15,41,Female,Canada,Standard,499
100523,2022-02-08,35,Male,Canada,Basic,299
100524,2025-02-23,40,Male,UK,Premium,299
100525,2022-06-22,23,Male,UK,Standard,499
100526,2023-10-15,46,Female,USA,Standard,499
100527,2024-01-24,42,Female,USA,Standard,999
100528,2024-12-17,34,Male,Australia,Standard,999
100529,2023-04-21,63,Male,India,Basic,299
100530,2023-04-01,41,Male,USA,Premium,499
100531,2024-04-08,28,Male,UK,Basic,299
100532,2024-06-13,43,Female,Canada,Basic,499
100533,2024-10-21,68,Female,Australia,Premium,499
100534,2023-01-22,51,Male,USA,Premium,499
100535,2022-12-14,45,Male,Canada,Premium,999
100536,2022-07-09,20,Female,Canada,Premium,499
100537,2023-05-20,28,Male,USA,Standard,999
100538,2024-04-03,55,Female,India,Premium,299
100539,2024-07-17,31,Male,India,Basic,299
100540,2024-07-22,68,Female,Australia,Standard,499
100541,2025-02-14,43,Male,India,Standard,999
100542,2022-05-14,65,Male,Australia,Basic,299
100543,2022-02-27,38,Female,UK,Standard,299
100544,2023-11-16,56,Female,USA,Standard,499
100545,2023-11-03,47,Male,Canada,Standard,499
100546,2022-06-22,25,Male,Australia,Basic,999
100547,2024-03-25,68,Female,India,Premium,499
100548,2025-03-18,37,Female,Australia,Basic,999
100549,2022-03-21,65,Male,Australia,Standard,499
100550,2024-06-04,49,Male,India,Premium,299
100551,2022-07-22,39,Female,India,Standard,499
100552,2024-02-03,24,Female,USA,Basic,499
100553,2022-02-16,26,Female,Canada,Basic,999
100554,2025-03-12,62,Female,USA,Standard,299
100555,2023-10-18,18,Female,USA,Premium,299
100556,2023-04-16,46,Male,India,Premium,299
100557,2024-08-28,25,Male,India,Standard,499
100558,2024-11-01,21,Female,Canada,Basic,299
100559,2024-01-06,52,Male,Australia,Basic,499
100560,2024-02-23,20,Male,USA,Basic,999
100561,2024-08-25,62,Female,Canada,Basic,499
100562,2022-12-24,57,Male,USA,Basic,499
100563,2024-08-29,24,Male,Australia,Basic,999
100564,2023-10-30,44,Male,USA,Standard,499
100565,2023-01-08,18,Female,UK,Basic,299
100566,2024-10-28,44,Female,Canada,Standard,299
100567,2025-02-19,33,Male,India,Premium,499
100568,2023-11-07,55,Male,USA,Standard,299
100569,2022-03-31,24,Male,Canada,Standard,499
100570,2023-11-29,61,Male,Canada,Standard,999
100571,2023-06-24,40,Male,USA,Basic,499
100572,2024-01-02,58,Male,India,Basic,299
100573,2024-05-18,28,Female,India,Basic,299
100574,2022-02-10,59,Male,USA,Basic,999
100575,2024-01-10,50,Male,Canada,Standard,999
